
---------- Begin Simulation Statistics ----------
simSeconds                                   1.501247                       # Number of seconds simulated (Second)
simTicks                                 1501247254500                       # Number of ticks simulated (Tick)
finalTick                                1501247254500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   7295.49                       # Real time elapsed on the host (Second)
hostTickRate                                205777325                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     749600                       # Number of bytes of host memory used (Byte)
simInsts                                   1000000001                       # Number of instructions simulated (Count)
simOps                                     1000210521                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   137071                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     137100                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       3002494510                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               3.002495                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.333056                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      2050761405                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   847241                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1852719713                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued               78635146                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           1051398104                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         932785204                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                4769                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          3002443120                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.617071                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.187264                       # Number of insts issued each cycle (Count)
system.l2.tags.ageTaskId_1024::3                10221                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ratioOccsTaskId::1024                1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l2.tags.tagAccesses                 1699398375                       # Number of tag accesses (Count)
system.l2.tags.dataAccesses                1699398375                       # Number of data accesses (Count)
system.l2.tags.power_state.pwrStateResidencyTicks::UNDEFINED 1501247254500                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrls.avgPriority_writebacks::samples   8867308.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.inst::samples       540.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.data::samples  34994173.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.priorityMinLatency      0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrls.priorityMaxLatency      0.000618244250                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrls.numReadWriteTurnArounds       550852                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrls.numWriteReadTurnArounds       550852                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrls.numStayReadState            73808262                       # Number of times bus staying in READ state (Count)
system.mem_ctrls.numStayWriteState            8334682                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrls.readReqs                    34998965                       # Number of read requests accepted (Count)
system.mem_ctrls.writeReqs                    8867308                       # Number of write requests accepted (Count)
system.mem_ctrls.readBursts                  34998965                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrls.writeBursts                  8867308                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrls.servicedByWrQ                   4252                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrls.mergedWrBursts                     0                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrls.avgRdQLen                       2.38                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrls.avgWrQLen                      25.80                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrls.numRdRetry                         0                       # Number of times read queue was full causing retry (Count)
system.mem_ctrls.numWrRetry                         0                       # Number of times write queue was full causing retry (Count)
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::6              34998965                       # Read request sizes (log2) (Count)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::6              8867308                       # Write request sizes (log2) (Count)
system.mem_ctrls.rdQLenPdf::0                11435238                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::1                13329119                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::2                 8168668                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::3                 2061664                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::4                      19                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::5                       5                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::6                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::7                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::8                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::9                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::10                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::11                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::12                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::13                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::14                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::15                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::16                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::17                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::18                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::19                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::20                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::21                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::22                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::23                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::24                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::25                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::26                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::27                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::28                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::29                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::30                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::31                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::0                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::1                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::2                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::3                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::4                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::5                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::6                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::7                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::8                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::9                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::10                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::11                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::12                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::13                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::14                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::15                  20968                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::16                  22324                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::17                 339010                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::18                 488312                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::19                 531924                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::20                 558448                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::21                 560314                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::22                 561910                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::23                 562727                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::24                 570577                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::25                 565759                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::26                 573621                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::27                 575585                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::28                 590689                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::29                 604133                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::30                 583127                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::31                 596860                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::32                 553784                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::33                   2097                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::34                    584                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::35                    308                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::36                    254                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::37                    317                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::38                    214                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::39                    202                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::40                    192                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::41                    267                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::42                    335                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::43                    282                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::44                    203                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::45                    193                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::46                    182                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::47                    186                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::48                    187                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::49                    207                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::50                    200                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::51                    153                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::52                    140                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::53                    149                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::54                    151                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::55                    131                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::56                     83                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::57                      3                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::58                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::59                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::60                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::61                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::62                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::63                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.rdPerTurnAround::samples       550852                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::mean      63.528280                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::gmean     44.624720                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::stdev    119.969260                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::0-1023       549432     99.74%     99.74% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::1024-2047         1360      0.25%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::2048-3071           58      0.01%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::3072-4095            1      0.00%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::31744-32767            1      0.00%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::total        550852                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.wrPerTurnAround::samples       550852                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::mean      16.097396                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::gmean     16.090965                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::stdev      0.477120                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::16           526872     95.65%     95.65% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::17             1988      0.36%     96.01% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::18            15304      2.78%     98.79% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::19             5788      1.05%     99.84% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::20              849      0.15%     99.99% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::21               21      0.00%     99.99% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::22               24      0.00%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::23                2      0.00%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::24                4      0.00%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::total        550852                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.bytesReadWrQ                  272128                       # Total number of bytes read from write queue (Byte)
system.mem_ctrls.bytesReadSys              2239933760                       # Total read bytes from the system interface side (Byte)
system.mem_ctrls.bytesWrittenSys            567507712                       # Total written bytes from the system interface side (Byte)
system.mem_ctrls.avgRdBWSys              1492048530.50407362                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrls.avgWrBWSys              378024146.45481706                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrls.totGap                  1501246380000                       # Total gap between requests (Tick)
system.mem_ctrls.avgGap                      34223.25                       # Average gap between requests ((Tick/Count))
system.mem_ctrls.requestorReadBytes::cpu.inst        34560                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrls.requestorReadBytes::cpu.data   2239627072                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrls.requestorWriteBytes::writebacks    567506112                       # Per-requestor bytes write to memory (Byte)
system.mem_ctrls.requestorReadRate::cpu.inst 23020.858087437722                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrls.requestorReadRate::cpu.data 1491844241.704156875610                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrls.requestorWriteRate::writebacks 378023080.674350023270                       # Per-requestor bytes write to memory rate ((Byte/Second))
system.mem_ctrls.requestorReadAccesses::cpu.inst          540                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrls.requestorReadAccesses::cpu.data     34998425                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrls.requestorWriteAccesses::writebacks      8867308                       # Per-requestor write serviced memory accesses (Count)
system.mem_ctrls.requestorReadTotalLat::cpu.inst     17941250                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrls.requestorReadTotalLat::cpu.data 1553462872250                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrls.requestorWriteTotalLat::writebacks 36883399493000                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrls.requestorReadAvgLat::cpu.inst     33224.54                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrls.requestorReadAvgLat::cpu.data     44386.65                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrls.requestorWriteAvgLat::writebacks   4159481.04                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrls.dram.bytesRead::cpu.inst        34560                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesRead::cpu.data   2239899200                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesRead::total     2239933760                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesInstRead::cpu.inst        34560                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesInstRead::total        34560                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesWritten::writebacks    567507712                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.dram.bytesWritten::total    567507712                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.dram.numReads::cpu.inst          540                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numReads::cpu.data     34998425                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numReads::total        34998965                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numWrites::writebacks      8867308                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.dram.numWrites::total        8867308                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.dram.bwRead::cpu.inst          23021                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwRead::cpu.data     1492025510                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwRead::total        1492048531                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwInstRead::cpu.inst        23021                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwInstRead::total         23021                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwWrite::writebacks    378024146                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwWrite::total        378024146                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::writebacks    378024146                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::cpu.inst         23021                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::cpu.data    1492025510                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::total       1870072677                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.readBursts             34994713                       # Number of DRAM read bursts (Count)
system.mem_ctrls.dram.writeBursts             8867283                       # Number of DRAM write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::0      2184122                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::1      2193251                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::2      2166173                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::3      2198803                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::4      2200164                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::5      2219584                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::6      2218046                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::7      2181857                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::8      2221419                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::9      2194129                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::10      2179505                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::11      2167236                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::12      2151937                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::13      2154116                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::14      2176206                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::15      2188165                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::0       552043                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::1       560080                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::2       550881                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::3       561741                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::4       547574                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::5       561991                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::6       553947                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::7       554195                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::8       565207                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::9       558700                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::10       549804                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::11       547291                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::12       547127                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::13       547481                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::14       555407                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::15       553814                       # Per bank write bursts (Count)
system.mem_ctrls.dram.totQLat            897329944750                       # Total ticks spent queuing (Tick)
system.mem_ctrls.dram.totBusLat          174973565000                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrls.dram.totMemAccLat       1553480813500                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
system.mem_ctrls.dram.avgQLat                25641.87                       # Average queueing delay per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.avgBusLat               5000.00                       # Average bus latency per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.avgMemAccLat           44391.87                       # Average memory access latency per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.readRowHits            16802012                       # Number of row buffer hits during reads (Count)
system.mem_ctrls.dram.writeRowHits            3733985                       # Number of row buffer hits during writes (Count)
system.mem_ctrls.dram.readRowHitRate            48.01                       # Row buffer hit rate for reads (Ratio)
system.mem_ctrls.dram.writeRowHitRate           42.11                       # Row buffer hit rate for writes (Ratio)
system.mem_ctrls.dram.bytesPerActivate::samples     23325983                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::mean   120.345056                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::gmean    83.485227                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::stdev   182.263239                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::0-127     18758414     80.42%     80.42% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::128-255      2772857     11.89%     92.31% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::256-383       397600      1.70%     94.01% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::384-511       239824      1.03%     95.04% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::512-639       194106      0.83%     95.87% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::640-767       152987      0.66%     96.53% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::768-895       126141      0.54%     97.07% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::896-1023       105860      0.45%     97.52% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::1024-1151       578194      2.48%    100.00% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::total     23325983                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.dramBytesRead        2239661632                       # Total bytes read (Byte)
system.mem_ctrls.dram.dramBytesWritten      567506112                       # Total bytes written (Byte)
system.mem_ctrls.dram.avgRdBW             1491.867263                       # Average DRAM read bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrls.dram.avgWrBW              378.023081                       # Average DRAM write bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrls.dram.peakBW                 12800.00                       # Theoretical peak bandwidth in MiByte/s ((Byte/Second))
system.mem_ctrls.dram.busUtil                   14.61                       # Data bus utilization in percentage (Ratio)
system.mem_ctrls.dram.busUtilRead               11.66                       # Data bus utilization in percentage for reads (Ratio)
system.mem_ctrls.dram.busUtilWrite               2.95                       # Data bus utilization in percentage for writes (Ratio)
system.mem_ctrls.dram.pageHitRate               46.82                       # Row buffer hit rate, read and write combined (Ratio)
system.mem_ctrls.dram.power_state.pwrStateResidencyTicks::UNDEFINED 1501247254500                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrls.dram.rank0.actEnergy     83290206300                       # Energy for activate commands per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.preEnergy     44269764165                       # Energy for precharge commands per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.readEnergy   125392680000                       # Energy for read commands per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.writeEnergy   23189599440                       # Energy for write commands per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.refreshEnergy 118506894480.000015                       # Energy for refresh commands per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.actBackEnergy 611692485840                       # Energy for active background per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.preBackEnergy  61369484160                       # Energy for precharge background per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.actPowerDownEnergy            0                       # Energy for active power-down per rank (pJ) (Joule)
